plant,pollinator,n,n_inat
Achillea millefolium,Libytheana carinenta,3,3
Achillea millefolium,Limenitis archippus,1,1
Achillea millefolium,Limenitis arthemis,4,4
Achillea millefolium,Limenitis bredowii,1,1
Achillea millefolium,Limenitis weidemeyerii,1,1
Achillea millefolium,Lispe albitarsis,1,0
Achillea millefolium,Lon hobomok,1,1
Achillea millefolium,Lon melane,2,2
Achillea millefolium,Lon zabulon,1,1
Achillea millefolium,Lucilia sericata,6,6
Achillea millefolium,Luperaltica nigripalpis,2,2
Achillea millefolium,Lycaena cupreus,2,2
Achillea millefolium,Lycaena hypophlaeas,37,37
Achillea millefolium,Lycomorpha pholus,7,7
Achillea millefolium,Macrosiagon dimidiata,3,3
Achillea millefolium,Macrosiagon flavipennis,1,1
Achillea millefolium,Malachius aeneus,1,1
Achillea millefolium,Manduca rustica,2,2
Achillea millefolium,Megachile fidelis,1,0
Achillea millefolium,Megachile frigida,1,0
Achillea millefolium,Megachile latimanus,3,3
Achillea millefolium,Megachile melanophaea,1,1
Achillea millefolium,Megachile montivaga,1,0
Achillea millefolium,Megachile parallela,1,0
Achillea millefolium,Megachile perihirta,12,5
Achillea millefolium,Megachile pugnata,6,1
Achillea millefolium,Megachile relativa,2,1
Achillea millefolium,Megachile rotundata,1,1
Achillea millefolium,Megachile xylocopoides,2,2
Achillea millefolium,Megapenthes caprella,1,1
Achillea millefolium,Meliscaeva cinctella,3,3
Achillea millefolium,Melissodes bimaculatus,1,1
Achillea millefolium,Merodon equestris,2,2
Achillea millefolium,Milesia virginiensis,3,2
Achillea millefolium,Mischocyttarus flavitarsis,1,1
Achillea millefolium,Mitoura gryneus,13,13
Achillea millefolium,Monobia quadridens,4,4
Achillea millefolium,Myathropa florea,3,3
Achillea millefolium,Mydas clavatus,4,4
Achillea millefolium,Myzinum quinquecinctum,2,2
Achillea millefolium,Nausigaster unimaculata,1,1
Achillea millefolium,Nemognatha nemorensis,2,2
Achillea millefolium,Nemognatha scutellaris,2,2
Achillea millefolium,Neophasia menapia,2,2
Achillea millefolium,Neorhynchocephalus sackenii,9,0
Achillea millefolium,Neotephritis finalis,1,1
Achillea millefolium,Nomada cressonii,1,0
Achillea millefolium,Nomada erigeronis,1,1
Achillea millefolium,Nomophila nearctica,1,1
Achillea millefolium,Nymphalis antiopa,1,1
Achillea millefolium,Occidryas colon,7,7
Achillea millefolium,Occidryas editha,7,7
Achillea millefolium,Ochlodes sylvanoides,1,1
Achillea millefolium,Odontocorynus salebrosus,4,4
Achillea millefolium,Odontocorynus umbellae,8,8
Achillea millefolium,Odontopus calceatus,2,2
Achillea millefolium,Oestodes tenuicollis,1,1
Achillea millefolium,Orphilus subnitidus,1,1
Achillea millefolium,Orthonevra nitida,1,1
Achillea millefolium,Osmia californica,1,0
Achillea millefolium,Osmia coloradensis,5,1
Achillea millefolium,Osmia lignaria,1,0
Achillea millefolium,Osmia montana,1,1
Achillea millefolium,Osmia trevoris,1,0
Achillea millefolium,Oxybelus bipunctatus,1,1
Achillea millefolium,Oxybelus niger,2,2
Achillea millefolium,Oxybelus uniglumis,2,2
Achillea millefolium,Palpada mexicana,1,1
Achillea millefolium,Panoquina panoquin,1,1
Achillea millefolium,Papilio canadensis,1,1
Achillea millefolium,Papilio cresphontes,1,1
Achillea millefolium,Papilio eurymedon,2,2
Achillea millefolium,Papilio indra,1,1
Achillea millefolium,Papilio polyxenes,2,2
Achillea millefolium,Papilio rutulus,1,1
Achillea millefolium,Paradejeania rutilioides,2,2
Achillea millefolium,Paragus haemorrhous,12,9
Achillea millefolium,Parancistrocerus leionotus,1,1
Achillea millefolium,Parancistrocerus pedestris,1,1
Achillea millefolium,Parancistrocerus pensylvanicus,1,1
Achillea millefolium,Parancistrocerus perennis,3,3
Achillea millefolium,Parhelophilus divisus,1,0
Achillea millefolium,Parnassius clodius,2,2
Achillea millefolium,Parnassius smintheus,1,1
Achillea millefolium,Parrhasius m-album,6,6
Achillea millefolium,Pelidnota punctata,1,1
Achillea millefolium,Phasia aurulans,1,1
Achillea millefolium,Philanthus bilunatus,14,14
Achillea millefolium,Philanthus crabroniformis,11,11
Achillea millefolium,Philanthus gibbosus,19,19
Achillea millefolium,Philanthus multimaculatus,2,2
Achillea millefolium,Philanthus pacificus,1,1
Achillea millefolium,Philanthus politus,3,3
Achillea millefolium,Philanthus sanbornii,1,1
Achillea millefolium,Philanthus solivagus,1,1
Achillea millefolium,Philanthus ventilabris,13,13
Achillea millefolium,Phyciodes tharos,16,15
Achillea millefolium,Pidonia ruficollis,1,1
Achillea millefolium,Pieris rapae,8,8
Achillea millefolium,Plebejus fridayi,1,1
Achillea millefolium,Plebejus samuelis,6,6
Achillea millefolium,Poecilanthrax tegminipennis,1,1
Achillea millefolium,Polemius laticornis,2,2
Achillea millefolium,Polistes dominula,21,21
Achillea millefolium,Polistes dorsalis,2,2
Achillea millefolium,Polistes exclamans,1,1
Achillea millefolium,Polistes fuscatus,12,12
Achillea millefolium,Polistes metricus,1,1
Achillea millefolium,Polites themistocles,1,1
Achillea millefolium,Pollenia rudis,1,0
Achillea millefolium,Polygonia comma,1,1
Achillea millefolium,Pontia beckerii,3,3
Achillea millefolium,Pontia protodice,7,7
Achillea millefolium,Popillia japonica,3,3
Achillea millefolium,Prionyx atratus,1,0
Achillea millefolium,Propylaea quatuordecimpunctata,2,2
Achillea millefolium,Pseudobaris nigrina,1,1
Achillea millefolium,Pseudodynerus quadrisectus,1,1
Achillea millefolium,Pseudomalus auratus,2,2
Achillea millefolium,Psorophora ferox,1,1
Achillea millefolium,Pyrausta californicalis,1,1
Achillea millefolium,Pyrausta orphisalis,3,3
Achillea millefolium,Pyrausta pseuderosnealis,1,1
Achillea millefolium,Pyrausta semirubralis,1,1
Achillea millefolium,Pyrausta signatalis,1,1
Achillea millefolium,Pyrgus ruralis,1,1
Achillea millefolium,Rhagonycha fulva,3,3
Achillea millefolium,Rhynchalastor blandus,1,1
Achillea millefolium,Ripiphorus fasciatus,3,3
Achillea millefolium,Sapyga louisi,3,3
Achillea millefolium,Satyrium alcestis,1,1
Achillea millefolium,Satyrium behrii,5,5
Achillea millefolium,Satyrium calanus,13,13
Achillea millefolium,Satyrium edwardsii,3,3
Achillea millefolium,Satyrium liparops,4,4
Achillea millefolium,Scathophaga stercoraria,1,1
Achillea millefolium,Sceliphron caementarium,2,2
Achillea millefolium,Scelolyperus varipes,1,1
Achillea millefolium,Schreckensteinia erythriella,1,1
Achillea millefolium,Scolia dubia,1,1
Achillea millefolium,Scolia nobilitata,18,18
Achillea millefolium,Sericomyia chalcopyga,1,1
Achillea millefolium,Sericomyia chrysotoxoides,1,1
Achillea millefolium,Sericomyia lata,2,1
Achillea millefolium,Sitochroa palealis,1,1
Achillea millefolium,Sphaerophoria contigua,12,10
Achillea millefolium,Sphaerophoria sulphuripes,4,1
Achillea millefolium,Sphex ichneumoneus,6,6
Achillea millefolium,Sphex lucae,2,2
Achillea millefolium,Spilomyia fusca,1,1
Achillea millefolium,Spilomyia longicornis,2,2
Achillea millefolium,Stelis lateralis,2,2
Achillea millefolium,Stelis laticincta,1,1
Achillea millefolium,Stenostrophia tribalteata,1,1
Achillea millefolium,Stonemyia rasa,1,1
Achillea millefolium,Stonemyia tranquilla,1,1
Achillea millefolium,Strangalepta abbreviata,5,5
Achillea millefolium,Strangalia famelica,2,2
Achillea millefolium,Strymon acadica,6,6
Achillea millefolium,Strymon melinus,23,23
Achillea millefolium,Strymon saepium,2,2
Achillea millefolium,Strymon sylvinus,2,2
Achillea millefolium,Synanthedon acerrubri,1,1
Achillea millefolium,Synanthedon albicornis,1,0
Achillea millefolium,Synanthedon bibionipennis,7,7
Achillea millefolium,Synanthedon pictipes,2,2
Achillea millefolium,Synanthedon polygoni,3,3
Achillea millefolium,Synanthedon scitula,5,5
Achillea millefolium,Synchlora aerata,2,2
Achillea millefolium,Syritta flaviventris,4,4
Achillea millefolium,Syritta pipiens,68,64
Achillea millefolium,Syrphus opinator,1,1
Achillea millefolium,Syrphus rectus,2,2
Achillea millefolium,Syrphus torvus,1,1
Achillea millefolium,Temnostoma alternans,1,1
Achillea millefolium,Terellia occidentalis,1,0
Achillea millefolium,Tetracis cachexiata,1,1
Achillea millefolium,Tharsalea editha,5,5
Achillea millefolium,Tharsalea epixanthe,1,1
Achillea millefolium,Tharsalea gorgon,3,3
Achillea millefolium,Tharsalea helloides,2,2
Achillea millefolium,Tharsalea hyllus,1,1
Achillea millefolium,Tharsalea mariposa,1,1
Achillea millefolium,Tharsalea nivalis,1,1
Achillea millefolium,Tharsalea rubidus,6,6
Achillea millefolium,Tharsalea xanthoides,3,3
Achillea millefolium,Thecla tetra,2,2
Achillea millefolium,Thevenetimyia luctifera,1,1
Achillea millefolium,Thymelicus lineola,7,7
Achillea millefolium,Thyris maculata,6,6
Achillea millefolium,Toxomerus geminatus,31,31
Achillea millefolium,Toxomerus marginatus,93,93
Achillea millefolium,Toxomerus occidentalis,2,2
Achillea millefolium,Toxophora amphitea,2,2
Achillea millefolium,Toxorhina magna,3,3
Achillea millefolium,Toxorhynchites rutilus,1,1
Achillea millefolium,Trachysida mutabilis,1,1
Achillea millefolium,Tremex columba,1,1
Achillea millefolium,Trichiotinus assimilis,1,1
Achillea millefolium,Trichiotinus lunulatus,1,1
Achillea millefolium,Trichodes apivorus,1,1
Achillea millefolium,Trichodes ornatus,33,24
Achillea millefolium,Trichodezia albovittata,1,1
Achillea millefolium,Trichopoda pennipes,3,3
Achillea millefolium,Triepeolus donatus,1,0
Achillea millefolium,Triepeolus simplex,1,0
Achillea millefolium,Trigonopeltastes delta,3,3
Achillea millefolium,Tropidia quadrata,1,1
Achillea millefolium,Typocerus acuticauda,2,2
Achillea millefolium,Typocerus sparsus,1,1
Achillea millefolium,Typocerus velutinus,26,26
Achillea millefolium,Urophora quadrifasciata,2,2
Achillea millefolium,Valgus canaliculatus,1,0
Achillea millefolium,Vanessa atalanta,2,2
Achillea millefolium,Vanessa cardui,6,6
Achillea millefolium,Vanessa virginiensis,6,6
Achillea millefolium,Vernia verna,10,10
Achillea millefolium,Vespula pensylvanica,2,2
Achillea millefolium,Villa fulviana,1,0
Achillea millefolium,Villa lateralis,14,2
Achillea millefolium,Volucella evecta,1,1
Achillea millefolium,Wallengrenia egeremet,2,2
Achillea millefolium,Wohlfahrtia vigil,2,2
Achillea millefolium,Xestoleptura crassipes,8,8
Achillea millefolium,Xylocopa virginica,5,5
Achillea millefolium,Zonitis vittigera,1,1
Achillea ptarmica,Alypia octomaculata,2,2
Achillea ptarmica,Cercyonis pegala,1,1
Achillea ptarmica,Limenitis archippus,1,1
Achyranthes japonica,Coelioxys sayi,1,1
Achyranthes japonica,Philanthus gibbosus,1,1
Achyronychia cooperi,Cysteodemus armatus,7,7
Achyronychia cooperi,Hyles lineata,1,1
Achyronychia cooperi,Lytta magister,1,1
Achyronychia cooperi,Nathalis iole,1,1
Acmella repens,Allograpta obliqua,1,1
Acmella repens,Apis mellifera,3,3
Acmella repens,Bombus impatiens,3,3
Acmella repens,Burnsius communis,1,1
Acmella repens,Dione vanillae,1,1
Acmella repens,Eristalis dimidiata,4,4
Acmella repens,Eristalis transversa,3,3
Acmella repens,Eurema lisa,3,3
Acmella repens,Halictus poeyi,1,1
Acmella repens,Hemiargus ceraunus,1,1
Acmella repens,Hylephila phyleus,2,2
Acmella repens,Palpada agrorum,3,3
Acmella repens,Panoquina ocola,5,5
Acmella repens,Phyciodes phaon,1,1
Acmella repens,Phyciodes tharos,1,1
Acmella repens,Pyrgus oileus,3,3
Acmella repens,Strymon melinus,1,1
Acmella repens,Syngamia florella,4,4
Acmella repens,Toxomerus marginatus,4,4
Acmispon americanus,Bombus vagans,3,0
Acmispon americanus,Bombus vandykei,5,0
Acmispon americanus,Bombus vosnesenskii,23,0
Acmispon americanus,Coenonympha california,2,2
Acmispon americanus,Colias eurytheme,1,1
Acmispon americanus,Hemiargus ceraunus,2,2
Acmispon americanus,Icaricia acmon,15,15
Acmispon americanus,Megachile spinotulata,1,1
Acmispon argophyllus,Anthophora urbana,1,1
Acmispon argophyllus,Vanessa cardui,1,1
Acmispon decumbens,Bombus melanopygus,2,0
Acmispon decumbens,Bombus vosnesenskii,1,1
Acmispon decumbens,Icaricia acmon,1,1
Acmispon decumbens,Icaricia icarioides,1,1
Acmispon decumbens,Perdita trisignata,1,1
Acmispon decumbens,Protosmia rubifloris,1,1
Acmispon decumbens,Strymon melinus,1,1
Acmispon glaber,Acmaeodera fenyesi,3,3
Acmispon glaber,Acmaeodera retifera,1,1
Acmispon glaber,Allograpta obliqua,1,1
Acmispon glaber,Anthidium maculosum,1,1
Acmispon glaber,Anthidium palmarum,1,1
Acmispon glaber,Anthocharis sara,1,1
Acmispon glaber,Anthophora californica,4,4
Acmispon glaber,Anthophora urbana,1,1
Acmispon glaber,Apis mellifera,15,15
Acmispon glaber,Augochlorella pomoniella,10,10
Acmispon glaber,Bombus,4,4
Acmispon glaber,Bombus californicus,133,133
Acmispon glaber,Bombus caliginosus,1,0
Acmispon glaber,Bombus crotchii,31,9
Acmispon glaber,Bombus fervidus,14,0
Acmispon glaber,Bombus melanopygus,136,123
Acmispon glaber,Bombus pensylvanicus,3,0
Acmispon glaber,Bombus sonorus,7,7
Acmispon glaber,Bombus vandykei,2,1
Acmispon glaber,Bombus vosnesenskii,1061,994
Acmispon glaber,Callophrys dumetorum,17,17
Acmispon glaber,Centris hoffmanseggiae,1,1
Acmispon glaber,Ceratina acantha,1,1
Acmispon glaber,Coccinella septempunctata,1,1
Acmispon glaber,Colias eurytheme,12,12
Acmispon glaber,Danaus plexippus,1,1
Acmispon glaber,Echinargus isola,1,1
Acmispon glaber,Erynnis funeralis,15,15
Acmispon glaber,Erynnis tristis,1,1
Acmispon glaber,Eupeodes volucris,1,1
Acmispon glaber,Glaucopsyche lygdamus,51,51
Acmispon glaber,Habropoda depressa,1,1
Acmispon glaber,Habropoda tristissima,16,16
Acmispon glaber,Halictus farinosus,1,1
Acmispon glaber,Heliopetes ericetorum,1,1
Acmispon glaber,Hemiargus ceraunus,5,5
Acmispon glaber,Hoplitis grinnelli,2,2
Acmispon glaber,Hyles lineata,3,3
Acmispon glaber,Icaricia acmon,34,34
Acmispon glaber,Icaricia lupini,1,1
Acmispon glaber,Lasioglossum sisymbrii,1,1
Acmispon glaber,Leptotes marina,66,66
Acmispon glaber,Lerodea eufala,1,1
Acmispon glaber,Megachile angelarum,1,1
Acmispon glaber,Ochlodes agricola,12,12
Acmispon glaber,Ochlodes sylvanoides,2,2
Acmispon glaber,Papilio eurymedon,1,1
Acmispon glaber,Paracotalpa ursina,1,1
Acmispon glaber,Parancistrocerus declivatus,7,7
Acmispon glaber,Pieris rapae,2,2
Acmispon glaber,Pontia protodice,1,1
Acmispon glaber,Strymon acadica,1,1
Acmispon glaber,Strymon melinus,13,13
Acmispon glaber,Strymon saepium,2,2
Acmispon glaber,Tharsalea gorgon,1,1
Acmispon glaber,Toxomerus marginatus,2,2
Acmispon glaber,Zerene eurydice,3,3
Acmispon grandiflorus,Bombus vosnesenskii,1,0
Acmispon grandiflorus,Colias eurytheme,1,1
Acmispon grandiflorus,Glaucopsyche lygdamus,2,2
Acmispon grandiflorus,Xylocopa californica,1,1
Acmispon maritimus,Bombus vosnesenskii,1,1
Acmispon micranthus,Hemiargus ceraunus,1,1
Acmispon rigidus,Alypia ridingsii,1,1
Acmispon rigidus,Anthocharis sara,1,1
Acmispon rigidus,Apis mellifera,2,2
Acmispon rigidus,Calypte costae,2,2
Acmispon rigidus,Leptotes marina,1,1
Acmispon rigidus,Papilio polyxenes,1,1
Acmispon rigidus,Vanessa cardui,1,1
Acmispon strigosus,Euchloe hyantis,1,1
Acmispon strigosus,Glaucopsyche piasus,1,1
Acmispon strigosus,Icaricia acmon,3,3
Acmispon strigosus,Lytta magister,1,1
Acmispon wrangelianus,Icaricia acmon,1,1
Aconitum columbianum,Bombus appositus,19,1
Aconitum columbianum,Bombus bifarius,11,0
Aconitum columbianum,Bombus centralis,4,0
Aconitum columbianum,Bombus fervidus,6,0
Aconitum columbianum,Bombus flavidus,1,0
Aconitum columbianum,Bombus flavifrons,49,2
Aconitum columbianum,Bombus melanopygus,1,0
Aconitum columbianum,Bombus mixtus,9,0
Aconitum columbianum,Bombus occidentalis,2,0
Aconitum columbianum,Bombus rufocinctus,1,0
Aconitum columbianum,Bombus vandykei,3,0
Acourtia microcephala,Colias eurytheme,2,2
Acourtia microcephala,Erynnis funeralis,1,1
Acourtia microcephala,Pieris rapae,1,1
Acourtia wrightii,Danaus gilippus,1,1
Actaea elata,Cisseps fulvicollis,1,1
Actaea racemosa,Aedes japonicus,3,3
Actaea racemosa,Agapostemon virescens,3,3
Actaea racemosa,Analeptura lineola,2,2
Actaea racemosa,Andrena crataegi,1,1
Actaea racemosa,Apis mellifera,7,7
Actaea racemosa,Bombus,2,2
Actaea racemosa,Bombus affinis,6,5
Actaea racemosa,Bombus auricomus,1,0
Actaea racemosa,Bombus bimaculatus,3,3
Actaea racemosa,Bombus griseocollis,4,4
Actaea racemosa,Bombus impatiens,21,21
Actaea racemosa,Bombus perplexus,8,8
Actaea racemosa,Calycopis cecrops,1,1
Actaea racemosa,Celastrina neglectamajor,1,1
Actaea racemosa,Danaus plexippus,1,1
Actaea racemosa,Diabrotica undecimpunctata,1,1
Actaea racemosa,Dilophus spinipes,1,1
Actaea racemosa,Dolichovespula arenaria,2,2
Actaea racemosa,Dolichovespula maculata,3,3
Actaea racemosa,Empis tridentata,1,1
Actaea racemosa,Epargyreus clarus,1,1
Actaea racemosa,Epimecis hortaria,1,1
Actaea racemosa,Limenitis arthemis,2,2
Actaea racemosa,Megachile sculpturalis,1,1
Actaea racemosa,Meliscaeva cinctella,2,2
Actaea racemosa,Podabrus brevicollis,1,1
Actaea racemosa,Polydontomyia curvipes,1,1
Actaea racemosa,Satyrium liparops,2,2
Actaea racemosa,Sericomyia chrysotoxoides,4,4
Actaea racemosa,Sphegina keeniana,2,2
Actaea racemosa,Sphex pensylvanicus,1,1
Actaea racemosa,Spilomyia fusca,1,1
Actaea racemosa,Strangalia luteicornis,4,4
Actaea racemosa,Syritta pipiens,2,2
Actaea racemosa,Toxomerus geminatus,2,2
Actaea racemosa,Toxomerus marginatus,1,1
Actaea racemosa,Typocerus velutinus,4,4
Actaea racemosa,Vanessa atalanta,1,1
Actaea rubra,Acmaeodera tubulus,1,0
Actaea rubra,Agapostemon texanus,1,0
Actaea rubra,Andrena erythrogaster,1,0
Actaea rubra,Anthophora walshii,1,0
Actaea rubra,Bombus bimaculatus,1,0
Actaea rubra,Ceropales bipunctata,1,0
Actaea rubra,Halictus rubicundus,1,0
Actaea rubra,Ichneumon ambulatorius,1,0
Actaea rubra,Isodontia apicalis,1,0
Actaea rubra,Leucophenga varia,1,0
Actaea rubra,Lispe albitarsis,1,0
Actaea rubra,Melissodes desponsus,1,0
Actaea rubra,Prionyx atratus,1,0
Actaea rubra,Syrphus ribesii,1,0
Actaea rubra,Syrphus torvus,1,0
Adelinia grandis,Anthocharis sara,1,1
Adelinia grandis,Apis mellifera,1,1
Adelinia grandis,Battus philenor,1,1
Adelinia grandis,Bombus melanopygus,4,4
Adelinia grandis,Bombylius major,2,2
Adelinia grandis,Erynnis propertius,3,3
Adelinia grandis,Erynnis tristis,1,1
Adelinia grandis,Glaucopsyche lygdamus,3,3
Adelinia grandis,Habropoda depressa,2,2
Adelinia grandis,Papilio zelicaon,1,1
Adelinia grandis,Pieris marginalis,7,7
Adelinia grandis,Pontia sisymbrii,1,1
Adelinia grandis,Proserpinus clarkiae,2,2
Adelinia grandis,Toxomerus occidentalis,1,1
Adelinia grandis,Vanessa atalanta,1,1
Adelinia grandis,Vanessa cardui,2,2
Adenophyllum cooperi,Abaeis nicippe,2,2
Adenophyllum cooperi,Atlides halesus,1,1
Adenophyllum cooperi,Burnsius albezens,1,1
Adenophyllum cooperi,Colias eurytheme,2,2
Adenophyllum cooperi,Papilio polyxenes,1,1
Adenophyllum cooperi,Pontia protodice,2,2
Adenophyllum cooperi,Strymon melinus,1,1
Adenophyllum cooperi,Vanessa cardui,2,2
Adenophyllum porophylloides,Danaus gilippus,1,1
Adenophyllum porophylloides,Papilio polyxenes,1,1
Adenostoma fasciculatum,Allograpta exotica,1,1
Adenostoma fasciculatum,Allograpta obliqua,5,5
Adenostoma fasciculatum,Anastrangalia laetifica,2,2
Adenostoma fasciculatum,Anthrenus lepidus,1,1
Adenostoma fasciculatum,Apis mellifera,7,7
Adenostoma fasciculatum,Atlides halesus,1,1
Adenostoma fasciculatum,Bombus melanopygus,3,3
Adenostoma fasciculatum,Bombus vosnesenskii,10,8
Adenostoma fasciculatum,Callophrys dumetorum,1,1
Adenostoma fasciculatum,Calypte anna,1,1
Adenostoma fasciculatum,Coccinella septempunctata,1,1
Adenostoma fasciculatum,Colaspidea smaragdula,1,1
Adenostoma fasciculatum,Colletes slevini,3,0
Adenostoma fasciculatum,Copestylum caudatum,1,1
Adenostoma fasciculatum,Cryptocephalus sanguinicollis,1,1
Adenostoma fasciculatum,Erynnis tristis,1,1
Adenostoma fasciculatum,Halictus farinosus,1,1
Adenostoma fasciculatum,Halictus tripartitus,3,3
